Region,Product Category,Date,Sales Revenue (USD),Units Sold,Customer Satisfaction,Marketing Spend (USD),Discount Percentage (%),Return Rate (%),AI/ML Adoption Rate (%),Ad Campaign Effectiveness,Customer Retention Rate (%),Market Share (%),Total_Revenue
Europe,Data Center,1993-09-13,1064548.21,5702,2.95,259501.59999999998,13.5,4.6,59.0,0.26,69.5,58.980000000000004,631106112.8
Europe,Data Center,1993-09-16,1650884.54,3775,3.0,65796.4,21.0,3.11,56.0,0.21,54.0,67.24,315553056.4
Europe,Data Center,1993-09-21,417637.42,1817,2.7,89659.96,11.0,1.74,54.0,0.13,62.0,64.46,315553056.4
Europe,Data Center,1993-09-26,62857.96,142,3.2,69989.84,4.0,2.24,75.0,0.24,70.0,62.55,315553056.4
Europe,Data Center,1993-09-29,563103.81,3187,4.8,70273.73,14.0,0.59,24.0,0.07,50.0,56.19,315553056.4
Europe,Data Center,1993-10-12,1958895.62,3065,1.1,63167.33,22.0,0.51,52.0,0.29,67.0,55.4,319662335.65
Europe,Data Center,1993-10-14,1413292.32,2638,4.4,61680.65,0.0,0.92,81.0,0.18,89.0,67.13,319662335.65
Europe,Data Center,1993-10-26,778177.88,376,2.2,25063.25,25.0,2.15,17.0,0.16,74.0,41.69,319662335.65
Europe,Data Center,1993-10-27,2847813.37,6136,2.35,228674.43,14.5,1.375,48.5,0.15000000000000002,67.0,56.125,639324671.3
Europe,Data Center,1993-12-17,807323.99,3972,2.3,45514.48,25.0,3.83,21.0,0.16,69.0,58.16,319662335.65
Europe,Data Center,1993-12-26,1656170.82,2258,4.7,83641.73,22.0,2.71,74.0,0.3,84.0,36.72,319662335.65
Europe,Data Center,1993-12-27,319608.97,1069,3.0,153084.56,14.0,4.86,28.0,0.15,58.0,47.89,319662335.65
Europe,Data Center,1994-01-15,863166.07,583,4.9,91639.36,6.0,1.24,81.0,0.22,62.0,41.54,300633390.12
Europe,Data Center,1994-01-17,1328706.06,3616,2.6,51840.64,22.0,3.96,31.0,0.29,71.0,64.5,300633390.12
Europe,Data Center,1994-01-27,867488.6,3203,4.8,119477.12,6.0,0.23,11.0,0.07,80.0,47.97,300633390.12
Europe,Data Center,1994-02-08,486467.27,2637,1.3,66449.3,0.0,2.95,10.0,0.11,54.0,47.36,300633390.12
Europe,Data Center,1994-02-13,1860806.04,627,3.7,129869.74,19.0,3.16,72.0,0.12,51.0,55.66,300633390.12
Europe,Data Center,1994-02-21,923174.92,890,2.9,170460.88,12.0,4.99,77.0,0.19,77.0,66.01,300633390.12
Europe,Data Center,1994-03-01,312494.07,1715,4.7,140392.07,17.0,3.9,24.0,0.16,81.0,52.95,300633390.12
Europe,Data Center,1994-03-29,612932.73,609,2.0,132010.46,13.0,1.99,20.0,0.19,78.0,49.96,300633390.12
Europe,Data Center,1994-04-02,935600.66,1508,4.5,106602.17,18.0,1.61,80.0,0.1,72.0,65.91,342955507.98
Europe,Data Center,1994-04-08,517704.93,502,4.9,181143.34,14.0,2.59,27.0,0.13,84.0,60.47,342955507.98
Europe,Data Center,1994-04-29,786205.16,3751,2.1,77247.57,18.0,3.09,14.0,0.23,74.0,42.95,342955507.98
Europe,Data Center,1994-04-30,1434601.54,3961,3.9,103154.27,5.0,3.64,61.0,0.08,51.0,52.88,342955507.98
Europe,Data Center,1994-05-13,647226.47,4824,1.7,130675.58,8.0,3.97,59.0,0.22,53.0,59.04,342955507.98
Europe,Data Center,1994-05-20,196523.56,4478,3.9,90449.99,25.0,3.48,24.0,0.11,52.0,67.26,342955507.98
Europe,Data Center,1994-06-01,780186.69,4129,2.8,47407.1,24.0,4.82,51.0,0.09,51.0,54.83,342955507.98
Europe,Data Center,1994-06-13,1482009.13,606,3.8,106105.71,17.0,0.58,45.0,0.24,89.0,39.86,342955507.98
Europe,Data Center,1994-06-26,3177252.64,5854,3.733333333333334,353488.71,5.0,3.5866666666666664,45.333333333333336,0.10333333333333333,66.66666666666667,43.11666666666667,1028866523.94
Europe,Data Center,1994-07-12,1073090.94,3279,3.9,86406.11,8.0,1.98,51.0,0.12,50.0,36.98,368159270.01
Europe,Data Center,1994-07-16,1472668.03,194,2.5,37703.4,24.0,0.13,13.0,0.15,65.0,48.84,368159270.01
Europe,Data Center,1994-08-12,127191.07,3901,4.6,151795.96,4.0,1.73,50.0,0.11,72.0,54.03,368159270.01
Europe,Data Center,1994-08-30,378918.74,4067,4.2,10964.99,5.0,4.43,14.0,0.17,56.0,32.96,368159270.01
Europe,Data Center,1994-09-01,1962824.88,214,3.8,183520.8,22.0,4.78,59.0,0.1,74.0,45.66,368159270.01
Europe,Data Center,1994-09-20,1657695.8,3308,4.0,163418.96,13.0,3.22,32.0,0.15,73.0,45.1,368159270.01
Europe,Data Center,1994-09-24,1076024.61,357,4.3,172072.62,19.0,1.27,84.0,0.17,60.0,43.91,368159270.01
Europe,Data Center,1994-10-05,1745830.49,1217,3.8,186913.66,14.0,3.48,63.0,0.06,59.0,42.16,320012458.93
Europe,Data Center,1994-10-13,1150895.02,512,4.6,67541.48,23.0,3.95,58.0,0.06,74.0,63.97,320012458.93
Europe,Data Center,1994-10-14,2734583.71,1347,4.0,300939.27,6.5,1.8599999999999999,41.0,0.16499999999999998,69.0,44.769999999999996,640024917.86
Europe,Data Center,1994-10-29,963630.1,2684,2.9,104257.72,5.0,0.59,36.0,0.24,83.0,35.58,320012458.93
Europe,Data Center,1994-11-10,1124552.98,4606,5.0,111071.71,18.0,4.01,32.0,0.24,58.0,64.55,320012458.93
Europe,Data Center,1994-11-19,1938403.08,577,1.3,107562.4,25.0,4.85,16.0,0.07,90.0,39.27,320012458.93
Europe,Data Center,1994-11-21,838686.22,4070,1.2,169114.17,19.0,3.83,43.0,0.3,89.0,52.28,320012458.93
Europe,Data Center,1994-11-30,375837.25,2322,3.5,54780.59,23.0,2.57,45.0,0.09,71.0,50.75,320012458.93
Europe,Data Center,1994-12-01,1190129.77,3285,1.1,115723.91,15.0,4.91,12.0,0.28,76.0,38.28,320012458.93
Europe,Data Center,1994-12-04,1744235.41,4778,3.0,112133.49,1.0,3.74,47.0,0.2,53.0,39.74,320012458.93
Europe,Data Center,1994-12-18,971871.69,2887,3.3,136847.13,20.0,1.15,15.0,0.21,67.0,58.51,320012458.93
Europe,Data Center,1994-12-21,910526.44,763,3.9,71848.53,7.0,3.18,13.0,0.25,77.0,63.91,320012458.93
Europe,Data Center,1995-01-13,219785.95,442,2.2,76570.1,8.0,0.87,89.0,0.24,76.0,51.67,325489049.07
Europe,Data Center,1995-01-22,1597238.85,797,4.4,170502.7,21.0,1.12,81.0,0.29,53.0,56.54,325489049.07
Europe,Data Center,1995-02-10,652558.79,4819,2.7,191697.51,8.0,4.29,83.0,0.16,55.0,47.98,325489049.07
Europe,Data Center,1995-02-20,1489582.92,2926,3.7,186609.36,11.0,4.07,53.0,0.18,72.0,53.27,325489049.07
Europe,Data Center,1995-03-02,665671.96,4400,1.1,148280.4,2.0,1.25,65.0,0.06,77.0,60.1,325489049.07
Europe,Data Center,1995-04-02,600561.61,2500,1.3,169751.67,14.0,4.23,73.0,0.06,68.0,51.2,315874893.32
Europe,Data Center,1995-04-04,1682824.74,2255,3.5,49993.07,15.0,2.11,78.0,0.22,66.0,66.13,315874893.32
Europe,Data Center,1995-04-06,710955.54,1523,3.5,180829.22,3.0,0.13,71.0,0.29,59.0,40.06,315874893.32
Europe,Data Center,1995-04-08,1348356.43,4435,1.1,23881.51,24.0,3.57,27.0,0.18,55.0,49.13,315874893.32
Europe,Data Center,1995-04-26,277343.17,2255,4.4,80552.7,15.0,0.5,44.0,0.26,82.0,68.32,315874893.32
Europe,Data Center,1995-04-27,1202623.07,4233,4.1,198148.59,9.0,4.2,33.0,0.05,51.0,52.84,315874893.32
Europe,Data Center,1995-04-30,1196697.56,6498,4.3,102947.02,8.5,3.505,38.0,0.2,77.0,39.65,631749786.64
Europe,Data Center,1995-05-01,998971.3,376,3.7,109071.79,15.0,1.62,16.0,0.26,57.0,52.59,315874893.32
Europe,Data Center,1995-05-06,809874.96,704,1.7,171583.39,18.0,4.97,69.0,0.05,63.0,44.36,315874893.32
Europe,Data Center,1995-05-10,1455557.43,2093,4.35,192113.77000000002,21.0,3.615,49.5,0.25,71.0,43.795,631749786.64
Europe,Data Center,1995-05-29,359441.77,1132,1.0,84986.84,2.0,2.69,69.0,0.19,73.0,55.04,315874893.32
Europe,Data Center,1995-06-04,462771.91,3388,4.1,143768.81,20.0,0.61,64.0,0.29,88.0,58.56,315874893.32
Europe,Data Center,1995-06-11,129144.09,4568,3.3,151827.04,11.0,1.29,80.0,0.13,51.0,55.08,315874893.32
Europe,Data Center,1995-06-12,1140632.83,1795,1.5,152645.5,23.0,2.22,16.0,0.19,56.0,62.28,315874893.32
Europe,Data Center,1995-06-21,519557.96,763,5.0,177557.92,3.0,0.46,25.0,0.25,51.0,48.43,315874893.32
Europe,Data Center,1995-06-23,1737549.65,545,1.0,75494.81,18.0,2.9,32.0,0.18,63.0,45.6,315874893.32
Europe,Data Center,1995-06-25,1915121.59,2296,2.4,96115.79,0.0,0.49,26.0,0.07,79.0,34.46,315874893.32
Europe,Data Center,1995-06-28,2409458.73,6930,2.95,79056.73999999999,16.5,3.795,28.0,0.07,75.0,38.3,631749786.64
Europe,Data Center,1995-07-11,1331430.53,4300,4.4,20458.26,24.0,3.05,32.0,0.27,81.0,40.19,323268964.24
Europe,Data Center,1995-07-24,599761.76,364,1.7,26378.23,21.0,0.19,54.0,0.06,76.0,61.52,323268964.24
Europe,Data Center,1995-08-11,1444709.23,2636,4.0,23741.89,24.0,0.29,51.0,0.18,52.0,36.31,323268964.24
Europe,Data Center,1995-08-15,626785.5,4808,2.8,105353.12,5.0,3.55,70.0,0.09,89.0,50.0,323268964.24
Europe,Data Center,1995-08-25,1228180.93,3424,1.7,143162.03,16.0,0.88,49.0,0.21,69.0,43.01,323268964.24
Europe,Data Center,1995-09-13,516825.35,865,3.6,128543.33,13.0,0.14,37.0,0.14,70.0,41.62,323268964.24
Europe,Data Center,1995-09-29,752686.09,3103,2.9,146145.16,5.0,4.94,20.0,0.09,67.0,69.95,323268964.24
Europe,Data Center,1995-10-06,1893805.55,2407,2.2,25693.51,23.0,0.83,30.0,0.18,69.0,40.89,343780294.49
Europe,Data Center,1995-10-10,1445805.82,1887,4.8,150118.79,24.0,3.97,61.0,0.1,86.0,65.59,343780294.49
Europe,Data Center,1995-10-19,1947476.78,1847,3.6,186981.42,9.0,2.34,67.0,0.08,84.0,45.24,343780294.49
Europe,Data Center,1995-10-26,1807267.05,2971,3.3,165303.45,20.0,4.64,86.0,0.06,71.0,65.72,343780294.49
Europe,Data Center,1995-10-31,301967.08,1823,4.3,190785.52,10.0,3.39,34.0,0.1,50.0,67.69,343780294.49
Europe,Data Center,1995-11-06,1372699.48,3988,2.6,152600.09,9.0,2.69,53.0,0.09,86.0,48.29,343780294.49
Europe,Data Center,1995-11-07,79712.12,2234,4.4,195314.19,5.0,0.33,50.0,0.16,67.0,45.06,343780294.49
Europe,Data Center,1995-11-14,1050970.82,2048,3.4,20480.12,18.0,1.12,41.0,0.21,54.0,69.49,343780294.49
Europe,Data Center,1995-11-17,447212.16,2965,1.8,77169.68,12.0,1.04,76.0,0.22,55.0,52.29,343780294.49
Europe,Data Center,1995-11-24,849595.05,2695,3.1,77449.53,0.0,1.72,55.0,0.17,81.0,40.77,343780294.49
Europe,Data Center,1995-12-08,388907.83,3737,5.0,152338.17,11.0,1.08,25.0,0.07,56.0,48.98,343780294.49
Europe,Data Center,1995-12-13,225408.72,3036,2.6,88873.5,11.0,0.81,47.0,0.18,84.0,54.54,343780294.49
Europe,Data Center,1995-12-21,1537179.41,4212,3.4,165263.62,18.0,4.16,45.0,0.16,85.0,64.46,343780294.49
Europe,Data Center,1995-12-22,703263.65,3954,2.4,166533.4,22.0,1.89,10.0,0.18,52.0,69.45,343780294.49
Europe,Data Center,1996-01-08,1115136.15,2015,4.1,106230.03,8.0,3.21,52.0,0.13,72.0,43.17,345139153.57
Europe,Data Center,1996-01-17,1670865.56,4566,3.6,167965.81,16.0,3.78,25.0,0.06,84.0,30.07,345139153.57
Europe,Data Center,1996-01-22,2680077.2,6585,2.5,258414.58000000002,9.0,2.765,30.5,0.215,69.0,46.120000000000005,690278307.14
Europe,Data Center,1996-01-24,1099764.12,1877,2.1,82953.92,22.0,2.64,66.0,0.22,68.0,61.46,345139153.57
Europe,Data Center,1996-02-01,250186.18,2281,4.1,69830.94,13.0,2.24,52.0,0.28,68.0,30.64,345139153.57
Europe,Data Center,1996-02-02,2001281.73,5061,3.6,167723.76,17.5,0.9450000000000001,34.0,0.16,78.0,52.22,690278307.14
Europe,Data Center,1996-02-11,1379825.28,4866,1.5,152204.41,4.0,2.19,36.0,0.28,63.0,33.6,345139153.57
Europe,Data Center,1996-02-26,440587.51,1331,3.5,165342.71,7.0,3.68,33.0,0.22,74.0,63.58,345139153.57
Europe,Data Center,1996-03-02,1868546.13,4905,3.7,45274.05,5.0,1.74,34.0,0.18,86.0,49.04,345139153.57
Europe,Data Center,1996-03-04,618739.41,4395,2.2,176005.64,11.0,3.02,28.0,0.2,61.0,60.78,345139153.57
Europe,Data Center,1996-03-06,234050.63,1634,4.5,186462.42,24.0,1.19,67.0,0.29,67.0,38.94,345139153.57
Europe,Data Center,1996-03-20,1672957.49,534,3.4,176392.98,7.0,1.53,39.0,0.13,85.0,54.89,345139153.57
Europe,Data Center,1996-03-23,1612163.88,3460,1.8,138878.2,22.0,1.43,72.0,0.28,59.0,46.16,345139153.57
Europe,Data Center,1996-03-28,1456097.43,575,4.5,172623.72,13.0,2.5,33.0,0.18,88.0,35.57,345139153.57
Europe,Data Center,1996-04-05,511554.51,1745,4.5,24893.42,22.0,4.62,53.0,0.12,53.0,40.39,314436872.62
Europe,Data Center,1996-04-07,1414416.52,1418,2.1,146114.41,21.0,2.83,78.0,0.06,50.0,57.62,314436872.62
Europe,Data Center,1996-04-12,2325753.85,6868,2.5,126439.36,10.0,3.5200000000000005,71.0,0.22999999999999998,69.0,62.66499999999999,628873745.24
Europe,Data Center,1996-04-13,819258.63,1743,2.0,189654.2,10.0,1.22,84.0,0.22,63.0,36.06,314436872.62
Europe,Data Center,1996-04-14,372444.64,168,2.4,28650.73,20.0,2.08,88.0,0.06,59.0,47.24,314436872.62
Europe,Data Center,1996-04-22,1459477.74,2500,3.8,102898.97,10.0,1.59,72.0,0.08,68.0,44.89,314436872.62
Europe,Data Center,1996-04-26,502392.89,2371,5.0,189501.48,18.0,1.67,47.0,0.17,78.0,41.75,314436872.62
Europe,Data Center,1996-04-29,1442278.53,896,3.5,216186.33000000002,10.0,0.98,45.0,0.14,74.5,48.32,628873745.24
Europe,Data Center,1996-04-30,414355.51,1823,2.6,91541.98,25.0,4.8,64.0,0.06,65.0,69.69,314436872.62
Europe,Data Center,1996-05-02,1298646.49,1932,3.2,120902.82,16.0,0.52,55.0,0.23,50.0,50.95,314436872.62
Europe,Data Center,1996-05-07,161560.06,1565,4.3,192307.1,15.0,1.67,77.0,0.09,58.0,64.25,314436872.62
Europe,Data Center,1996-05-08,1497165.75,3396,4.8,95561.27,3.0,1.78,52.0,0.07,54.0,68.74,314436872.62
Europe,Data Center,1996-05-11,911880.02,2604,3.6,117664.98,18.0,4.27,25.0,0.14,51.0,35.85,314436872.62
Europe,Data Center,1996-05-23,1808673.45,3616,4.2,173116.56,18.0,2.36,61.0,0.2,55.0,69.41,314436872.62
Europe,Data Center,1996-05-27,659946.94,1077,1.5,149929.0,7.0,2.49,45.0,0.19,62.0,65.34,314436872.62
Europe,Data Center,1996-06-07,1955995.73,3014,4.1,13089.42,3.0,4.65,20.0,0.27,77.0,69.0,314436872.62
Europe,Data Center,1996-06-20,1761993.79,1793,3.4,142483.92,14.0,1.76,73.0,0.26,81.0,44.63,314436872.62
Europe,Data Center,1996-06-23,1426804.37,3677,3.6,63007.81,6.0,3.52,44.0,0.11,67.0,40.47,314436872.62
Europe,Data Center,1996-07-01,550567.51,4732,4.1,32645.52,7.0,1.3,33.0,0.12,50.0,44.97,323332807.64
Europe,Data Center,1996-07-10,984395.82,686,3.1,76262.52,10.0,3.48,38.0,0.28,68.0,51.69,323332807.64
Europe,Data Center,1996-07-19,147160.15,4933,3.7,175586.42,20.0,2.98,65.0,0.13,59.0,69.08,323332807.64
Europe,Data Center,1996-07-24,1025034.45,1236,1.7,186607.91,21.0,4.5,89.0,0.25,90.0,40.72,323332807.64
Europe,Data Center,1996-07-25,1316354.31,1375,2.7,85026.38,11.0,1.3,30.0,0.12,80.0,51.0,323332807.64
Europe,Data Center,1996-08-03,961896.71,4148,5.0,140488.79,22.0,4.2,35.0,0.19,85.0,52.91,323332807.64
Europe,Data Center,1996-08-13,1117522.91,2798,4.8,22906.62,15.0,0.29,77.0,0.25,61.0,63.55,323332807.64
Europe,Data Center,1996-08-21,513207.7,1211,3.5,113478.22,0.0,3.85,88.0,0.21,89.0,67.43,323332807.64
Europe,Data Center,1996-08-28,1637919.25,3846,1.7999999999999998,86475.38,20.5,1.7999999999999998,48.0,0.19,71.5,38.875,646665615.28
Europe,Data Center,1996-09-05,1922546.25,1729,1.7,139166.71,10.0,2.55,79.0,0.3,61.0,56.69,323332807.64
Europe,Data Center,1996-09-12,1654162.17,2112,3.8,46485.93,12.0,2.45,47.0,0.14,60.0,38.17,323332807.64
Europe,Data Center,1996-09-29,604898.11,3289,3.7,111262.55,3.0,0.69,24.0,0.3,82.0,39.12,323332807.64
Europe,Data Center,1996-10-11,1310201.13,1059,1.5,37104.27,12.0,2.86,40.0,0.16,82.0,35.59,320418531.97
Europe,Data Center,1996-10-14,1035837.88,1379,3.3,165587.84,25.0,2.96,57.0,0.23,90.0,32.34,320418531.97
Europe,Data Center,1996-10-19,563605.74,1478,1.2,49150.58,9.0,4.82,26.0,0.15,76.0,60.2,320418531.97
Europe,Data Center,1996-10-20,423771.87,3885,1.8,10773.91,18.0,3.49,46.0,0.16,65.0,31.55,320418531.97
Europe,Data Center,1996-10-21,758636.24,2518,2.7,56891.59,21.0,3.95,50.0,0.09,79.0,54.27,320418531.97
Europe,Data Center,1996-10-24,1875438.23,1918,3.4,148080.24,9.0,1.47,51.0,0.11,52.0,53.48,320418531.97
Europe,Data Center,1996-10-26,1173985.49,247,3.9,117296.29,24.0,3.63,62.0,0.23,59.0,32.03,320418531.97
Europe,Data Center,1996-11-07,898622.36,361,2.5,176232.22,14.0,0.88,19.0,0.08,88.0,36.02,320418531.97
Europe,Data Center,1996-11-10,1755517.85,2731,1.7,119711.01,1.0,1.22,89.0,0.07,66.0,30.79,320418531.97
Europe,Data Center,1996-11-11,1715544.49,2641,1.4,61577.33,15.0,1.65,76.0,0.13,61.0,67.32,320418531.97
Europe,Data Center,1996-12-07,1284851.15,4093,2.0,167593.26,16.0,1.82,28.0,0.08,68.0,57.28,320418531.97
Europe,Data Center,1996-12-08,427643.88,1310,2.4,152609.79,2.0,2.48,39.0,0.25,85.0,39.13,320418531.97
Europe,Data Center,1996-12-25,1336653.26,3572,2.2,96334.31,20.0,3.55,40.0,0.09,75.0,64.32,320418531.97
Europe,Data Center,1996-12-31,1478060.71,2066,2.4,19786.01,13.0,3.64,38.0,0.18,65.0,55.81,320418531.97
Europe,Data Center,1997-01-05,1754569.72,1370,4.1,169474.4,22.0,2.18,70.0,0.08,53.0,48.8,296628625.49
Europe,Data Center,1997-01-11,621432.9,206,1.3,81576.73,22.0,1.53,44.0,0.26,78.0,45.33,296628625.49
Europe,Data Center,1997-01-14,245483.63,2096,2.2,156212.24,10.0,3.06,40.0,0.16,74.0,49.33,296628625.49
Europe,Data Center,1997-02-06,1129628.74,1164,4.7,190770.88,3.0,2.89,18.0,0.1,87.0,45.61,296628625.49
Europe,Data Center,1997-02-08,55117.64,4674,3.0,189868.9,16.0,0.15,31.0,0.24,64.0,61.95,296628625.49
Europe,Data Center,1997-02-09,183990.7,4632,4.4,144660.44,21.0,4.92,20.0,0.12,69.0,48.5,296628625.49
Europe,Data Center,1997-02-13,1547879.21,2758,2.7,80356.46,19.0,3.46,72.0,0.29,75.0,49.18,296628625.49
Europe,Data Center,1997-02-16,375375.54,3677,1.1,116298.58,11.0,0.32,37.0,0.23,71.0,41.09,296628625.49
Europe,Data Center,1997-02-28,1456030.8,1594,3.4,184670.29,0.0,3.98,85.0,0.18,73.0,53.03,296628625.49
Europe,Data Center,1997-03-02,991652.25,630,1.4,144656.89,8.0,4.73,49.0,0.15,59.0,44.38,296628625.49
Europe,Data Center,1997-03-15,86191.2,492,3.0,90295.54,0.0,3.26,40.0,0.18,75.0,47.35,296628625.49
Europe,Data Center,1997-03-20,1370910.73,2994,2.0,97497.71,0.0,3.19,59.0,0.13,68.0,52.17,296628625.49
Europe,Data Center,1997-03-25,1696550.0099999998,6590,4.35,224886.94999999998,19.5,3.0149999999999997,43.5,0.215,86.5,42.474999999999994,593257250.98
Europe,Data Center,1997-04-07,985260.61,393,4.3,83929.39,11.0,2.63,22.0,0.09,79.0,55.87,340651142.44
Europe,Data Center,1997-04-13,1233044.18,4091,3.8,104255.53,9.0,2.51,85.0,0.3,71.0,66.79,340651142.44
Europe,Data Center,1997-04-17,222696.64,3526,1.1,14412.23,19.0,1.29,68.0,0.19,83.0,41.59,340651142.44
Europe,Data Center,1997-04-30,279558.63,657,3.8,99690.58,20.0,0.61,89.0,0.22,88.0,31.13,340651142.44
Europe,Data Center,1997-05-09,1307478.09,1007,1.3,155497.82,25.0,3.89,32.0,0.22,51.0,38.05,340651142.44
Europe,Data Center,1997-05-12,551703.83,2806,3.2,143388.75,9.0,3.92,31.0,0.09,53.0,67.65,340651142.44
Europe,Data Center,1997-05-26,1326078.39,2122,1.3,190738.25,2.0,1.16,27.0,0.22,53.0,35.57,340651142.44
Europe,Data Center,1997-06-02,869952.97,1602,1.4,110176.6,14.0,4.23,48.0,0.18,76.0,43.4,340651142.44
Europe,Data Center,1997-06-05,257432.33,348,4.3,196799.68,11.0,2.99,41.0,0.2,64.0,69.39,340651142.44
Europe,Data Center,1997-06-07,658885.85,4066,4.3,191643.87,18.0,3.87,51.0,0.11,70.0,49.63,340651142.44
Europe,Data Center,1997-06-12,1609350.92,4265,4.6,179176.86,15.0,4.72,17.0,0.16,78.0,46.17,340651142.44
Europe,Data Center,1997-06-18,1331365.43,4387,3.6,145411.41,8.0,4.96,58.0,0.08,78.0,49.39,340651142.44
Europe,Data Center,1997-06-24,694304.61,3250,4.5,46563.51,10.0,4.65,84.0,0.26,73.0,62.4,340651142.44
Europe,Data Center,1997-06-28,1584973.37,1862,3.0,144485.48,11.0,3.65,69.0,0.24,79.0,54.28,340651142.44
Europe,Data Center,1997-07-08,1581283.08,448,3.9,117631.13,7.0,3.6,31.0,0.26,85.0,55.75,328979857.45
Europe,Data Center,1997-07-09,1680962.22,2528,1.2,117798.61,22.0,1.01,81.0,0.07,54.0,64.23,328979857.45
Europe,Data Center,1997-07-15,1980426.84,2597,1.6,73027.83,5.0,0.65,40.0,0.3,66.0,49.03,328979857.45
Europe,Data Center,1997-07-18,1427621.98,4364,2.6,149648.89,13.0,0.41,39.0,0.12,73.0,58.84,328979857.45
Europe,Data Center,1997-07-23,1812337.38,2204,2.5,105329.22,14.0,1.24,80.0,0.17,58.0,48.54,328979857.45
Europe,Data Center,1997-07-28,691059.18,4143,1.9,26571.9,9.0,4.03,53.0,0.14,75.0,52.24,328979857.45
Europe,Data Center,1997-08-02,1703949.12,3257,1.5,41037.96,12.0,4.29,31.0,0.28,50.0,52.37,328979857.45
Europe,Data Center,1997-08-12,265060.93,3072,4.8,184188.18,10.0,4.75,21.0,0.12,50.0,42.6,328979857.45
Europe,Data Center,1997-08-16,285187.41,3175,1.9,62511.4,23.0,2.06,69.0,0.18,80.0,53.71,328979857.45
Europe,Data Center,1997-08-17,289269.16,4222,2.4,94921.89,1.0,3.95,46.0,0.3,88.0,31.62,328979857.45
Europe,Data Center,1997-08-18,446780.71,4122,3.4,67247.24,23.0,3.0,38.0,0.1,74.0,45.62,328979857.45
Europe,Data Center,1997-08-29,1994010.86,3098,2.3,24544.55,20.0,3.84,37.0,0.28,90.0,38.38,328979857.45
Europe,Data Center,1997-09-01,197151.45,3920,3.0,24122.17,1.0,3.12,26.0,0.08,61.0,33.1,328979857.45
Europe,Data Center,1997-09-19,1361217.81,1082,1.4,42278.68,14.0,1.21,49.0,0.1,81.0,50.46,328979857.45
Europe,Data Center,1997-09-21,1391869.28,3331,1.2,157995.64,23.0,0.34,14.0,0.15,59.0,32.01,328979857.45
