Region,Product Category,Date,Sales Revenue (USD),Units Sold,Customer Satisfaction,Marketing Spend (USD),Discount Percentage (%),Return Rate (%),AI/ML Adoption Rate (%),Ad Campaign Effectiveness,Customer Retention Rate (%),Market Share (%),Total_Revenue
Europe,OEM,1994-05-28,1099149.3800000001,5530,3.3,106793.32999999999,10.0,2.935,40.0,0.23500000000000001,64.0,49.56,685911015.96
Europe,OEM,1994-05-29,100435.53,2117,3.4,116364.77,10.0,0.57,43.0,0.13,52.0,42.91,342955507.98
Europe,OEM,1994-06-08,1246629.16,1084,2.2,105245.41,0.0,0.48,79.0,0.19,72.0,66.94,342955507.98
Europe,OEM,1994-06-09,1586879.91,802,3.2,66883.02,23.0,3.66,44.0,0.17,52.0,68.59,342955507.98
Europe,OEM,1994-06-27,1061802.43,2442,4.6,158165.0,20.0,4.01,88.0,0.24,75.0,59.33,342955507.98
Europe,OEM,1994-07-02,1777818.22,3183,1.7,146386.34,23.0,1.74,15.0,0.17,87.0,61.53,368159270.01
Europe,OEM,1994-07-07,642077.07,4743,1.6,137757.5,11.0,1.45,32.0,0.21,79.0,65.43,368159270.01
Europe,OEM,1994-07-14,107318.42,3064,4.5,97682.28,17.0,4.35,65.0,0.06,53.0,51.24,368159270.01
Europe,OEM,1994-07-20,711082.76,664,2.2,71463.72,6.0,3.23,80.0,0.26,54.0,68.39,368159270.01
Europe,OEM,1994-07-25,293321.7,593,4.4,29056.41,21.0,0.69,84.0,0.05,64.0,46.48,368159270.01
Europe,OEM,1994-08-08,711377.47,3950,4.0,96940.08,22.0,4.02,19.0,0.28,68.0,32.39,368159270.01
Europe,OEM,1994-08-14,1101485.27,4622,2.1,12929.87,5.0,4.95,52.0,0.07,50.0,51.96,368159270.01
Europe,OEM,1994-08-22,139010.86,353,2.7,176425.04,22.0,2.96,13.0,0.24,70.0,42.36,368159270.01
Europe,OEM,1994-08-25,2073477.12,2032,1.9,372907.38,21.0,0.41500000000000004,44.0,0.20500000000000002,71.5,55.485,736318540.02
Europe,OEM,1994-08-29,1399752.82,4841,3.2,57777.55,15.0,4.47,29.0,0.12,75.0,43.72,368159270.01
Europe,OEM,1994-09-09,1707231.19,1376,2.3,106501.15,4.0,1.36,15.0,0.15,63.0,42.99,368159270.01
Europe,OEM,1994-09-16,932744.96,4049,1.3,115374.73,12.0,0.39,85.0,0.18,51.0,36.24,368159270.01
Europe,OEM,1994-09-27,1710411.81,3180,2.9,82589.04,12.0,0.97,17.0,0.05,89.0,67.42,368159270.01
Europe,OEM,1994-10-04,2590840.0300000003,7024,3.15,199265.71,22.5,1.6,53.5,0.225,74.0,61.44,640024917.86
Europe,OEM,1994-10-26,1633154.11,1091,3.9,54656.55,0.0,3.52,10.0,0.29,79.0,34.76,320012458.93
Europe,OEM,1994-10-28,1275714.46,2392,1.8,168137.01,6.0,1.3,70.0,0.3,63.0,43.81,320012458.93
Europe,OEM,1994-11-07,968393.18,4172,3.6,159984.8,14.0,1.94,73.0,0.3,68.0,33.31,320012458.93
Europe,OEM,1994-11-10,693496.01,246,2.0,52122.89,10.0,3.89,28.0,0.19,71.0,36.05,320012458.93
Europe,OEM,1994-11-11,736387.39,1284,3.7,91539.96,18.0,2.82,42.0,0.15,88.0,53.03,320012458.93
Europe,OEM,1994-11-12,1755679.08,1434,1.5,173425.35,24.0,4.24,59.0,0.22,54.0,56.53,320012458.93
Europe,OEM,1994-11-19,319027.34,3001,4.9,165009.21,23.0,2.36,32.0,0.21,86.0,44.22,320012458.93
Europe,OEM,1994-12-05,405004.48,4120,4.9,185030.29,21.0,1.62,19.0,0.24,74.0,50.79,320012458.93
Europe,OEM,1994-12-06,716674.89,2914,1.8,47338.45,12.0,2.07,46.0,0.27,75.0,53.31,320012458.93
Europe,OEM,1994-12-07,310438.23,1474,2.7,10751.88,8.0,3.55,61.0,0.07,67.0,55.26,320012458.93
Europe,OEM,1994-12-11,1826049.62,4544,2.9,117878.75,17.0,1.62,26.0,0.24,61.0,42.02,320012458.93
Europe,OEM,1994-12-30,693924.2,4278,3.0,164382.18,16.0,2.96,66.0,0.15,62.0,34.08,320012458.93
Europe,OEM,1995-01-07,668946.6,1874,1.7,154501.79,13.0,4.92,79.0,0.06,63.0,39.63,325489049.07
Europe,OEM,1995-01-19,1697051.61,2363,3.4,34600.56,3.0,2.28,86.0,0.21,66.0,41.92,325489049.07
Europe,OEM,1995-01-20,709281.36,1551,4.1,279529.16000000003,9.0,1.5050000000000001,24.5,0.27,69.5,47.125,650978098.14
Europe,OEM,1995-01-21,1004569.07,842,4.7,129358.7,21.0,4.71,52.0,0.13,74.0,64.62,325489049.07
Europe,OEM,1995-02-14,1687362.59,941,1.7,122984.45,21.0,1.16,85.0,0.08,62.0,41.74,325489049.07
Europe,OEM,1995-02-24,1908657.51,3037,1.8,184963.28,24.0,3.15,63.0,0.11,69.0,43.8,325489049.07
Europe,OEM,1995-03-20,1715679.02,1318,4.7,126277.49,23.0,4.19,78.0,0.17,56.0,48.2,325489049.07
Europe,OEM,1995-03-29,541808.41,2343,2.1,161865.89,14.0,3.03,23.0,0.12,59.0,53.58,325489049.07
Europe,OEM,1995-04-19,580692.91,1560,3.6,175243.45,4.0,1.21,52.0,0.29,80.0,32.82,315874893.32
Europe,OEM,1995-04-23,776813.82,366,3.1,52009.55,7.0,3.39,35.0,0.2,77.0,30.8,315874893.32
Europe,OEM,1995-05-06,903290.88,1170,3.0,134301.25,16.0,4.52,82.0,0.16,62.0,42.92,315874893.32
Europe,OEM,1995-05-26,239856.17,4718,3.4,25335.86,20.0,1.02,30.0,0.22,83.0,54.32,315874893.32
Europe,OEM,1995-05-27,172719.83,3964,4.5,74354.72,9.0,4.09,59.0,0.08,67.0,59.33,315874893.32
Europe,OEM,1995-05-31,1565066.98,1713,2.5,52009.51,13.0,2.28,17.0,0.17,55.0,31.34,315874893.32
Europe,OEM,1995-06-27,1572568.36,3706,2.5,64660.27,3.0,1.55,45.0,0.09,63.0,48.8,315874893.32
Europe,OEM,1995-07-09,1833662.71,3996,2.15,332318.24,2.5,1.625,30.5,0.060000000000000005,67.0,36.92,646537928.48
Europe,OEM,1995-07-19,1511452.74,1446,2.1,130405.32,1.0,2.59,75.0,0.18,64.0,33.62,323268964.24
Europe,OEM,1995-07-30,839622.78,2927,1.2,101103.21,15.0,4.03,66.0,0.28,83.0,52.55,323268964.24
Europe,OEM,1995-07-31,3542774.5700000003,3164,1.75,225599.91,6.5,1.68,77.0,0.16999999999999998,68.0,56.775,646537928.48
Europe,OEM,1995-08-04,742493.18,1242,3.2,197764.1,4.0,2.19,16.0,0.23,77.0,35.65,323268964.24
Europe,OEM,1995-08-16,640729.83,504,2.3,46990.92,12.0,4.29,85.0,0.29,78.0,60.78,323268964.24
Europe,OEM,1995-08-19,394684.59,1079,1.1,122007.79,10.0,0.33,21.0,0.14,68.0,65.79,323268964.24
Europe,OEM,1995-08-20,1924759.8,4701,1.3,146213.0,0.0,3.01,79.0,0.2,59.0,47.84,323268964.24
Europe,OEM,1995-08-22,160172.7,1051,4.4,118545.95,18.0,4.81,26.0,0.26,54.0,43.01,323268964.24
Europe,OEM,1995-08-25,1778912.18,1260,2.9,170193.94,15.0,3.05,82.0,0.12,68.0,53.23,323268964.24
Europe,OEM,1995-09-09,1575519.64,378,4.5,186076.85,20.0,4.38,88.0,0.23,60.0,63.12,323268964.24
Europe,OEM,1995-09-10,1984062.52,1394,3.0,101008.78,19.0,2.83,78.0,0.19,83.0,67.92,323268964.24
Europe,OEM,1995-09-21,353635.18,2265,3.2,85528.82,16.0,3.86,70.0,0.1,81.0,34.05,323268964.24
Europe,OEM,1995-10-07,541965.85,355,3.1,194645.56,0.0,2.02,67.0,0.3,66.0,36.21,343780294.49
Europe,OEM,1995-11-05,1477886.33,4753,3.1,118387.36,23.0,0.61,87.0,0.28,67.0,33.98,343780294.49
Europe,OEM,1995-11-09,1187709.51,2053,4.5,154658.72,14.0,0.2,13.0,0.05,83.0,54.69,343780294.49
Europe,OEM,1995-11-10,1025693.22,4021,2.2,41882.48,15.0,3.87,49.0,0.15,88.0,64.23,343780294.49
Europe,OEM,1995-11-28,1809375.03,3767,2.0,120257.22,3.0,0.58,90.0,0.27,85.0,47.43,343780294.49
Europe,OEM,1995-12-03,419494.83,4528,3.1,162298.75,13.0,0.73,27.0,0.15,63.0,62.25,343780294.49
Europe,OEM,1995-12-12,1992701.08,1321,1.8,127113.66,24.0,3.71,90.0,0.18,56.0,55.46,343780294.49
Europe,OEM,1995-12-15,522121.24,3035,1.5,81636.7,4.0,0.36,80.0,0.24,59.0,51.02,343780294.49
Europe,OEM,1995-12-17,210769.05,1775,3.5,85834.0,14.0,1.33,82.0,0.12,56.0,47.24,343780294.49
Europe,OEM,1995-12-23,1409852.81,4518,3.1,170907.43,13.0,2.57,55.0,0.07,57.0,37.5,343780294.49
Europe,OEM,1996-01-01,692519.65,4714,2.0,162079.54,21.0,2.71,32.0,0.11,90.0,62.72,345139153.57
Europe,OEM,1996-01-06,1579699.95,3534,2.6,164913.55,25.0,2.94,81.0,0.19,62.0,54.34,345139153.57
Europe,OEM,1996-01-14,648935.16,1287,4.7,20943.66,16.0,4.18,65.0,0.2,59.0,55.39,345139153.57
Europe,OEM,1996-01-25,455661.26,4467,2.3,137718.74,19.0,3.96,51.0,0.23,75.0,66.19,345139153.57
Europe,OEM,1996-01-28,1104484.06,1883,4.7,102101.64,6.0,3.88,44.0,0.16,88.0,68.5,345139153.57
Europe,OEM,1996-01-31,1303752.3,2520,2.9,186605.59,19.0,4.28,12.0,0.2,57.0,53.44,345139153.57
Europe,OEM,1996-02-04,1111354.26,3667,2.5,39218.51,25.0,3.17,29.0,0.06,59.0,37.63,345139153.57
Europe,OEM,1996-02-11,281535.49,232,3.6,138112.58,22.0,1.2,82.0,0.08,55.0,40.38,345139153.57
Europe,OEM,1996-02-14,354722.71,2148,2.7,88547.85,24.0,2.47,35.0,0.22,61.0,38.39,345139153.57
Europe,OEM,1996-02-21,1063079.34,1250,3.4,128665.86,13.0,1.36,26.0,0.08,75.0,30.73,345139153.57
Europe,OEM,1996-02-22,1655526.94,4302,5.0,78592.69,9.0,0.42,75.0,0.15,88.0,50.96,345139153.57
Europe,OEM,1996-03-10,797945.36,4479,1.6,182498.37,17.0,2.35,75.0,0.25,81.0,60.6,345139153.57
Europe,OEM,1996-03-26,1999398.24,4823,2.8,60682.44,2.0,4.97,88.0,0.08,85.0,35.96,345139153.57
Europe,OEM,1996-03-27,420713.66,4229,2.9,113495.23,3.0,0.44,50.0,0.18,66.0,68.36,345139153.57
Europe,OEM,1996-04-04,2781829.05,3986,3.45,264631.19,17.5,2.6,79.5,0.135,77.5,30.99,628873745.24
Europe,OEM,1996-05-04,1454427.86,592,3.8,188190.09,21.0,4.53,83.0,0.12,58.0,51.74,314436872.62
Europe,OEM,1996-05-05,1338617.25,573,4.0,42264.51,19.0,0.71,40.0,0.07,89.0,48.3,314436872.62
Europe,OEM,1996-05-07,2588919.23,7199,4.15,133385.44999999998,16.0,3.26,24.5,0.20500000000000002,73.5,57.79,628873745.24
Europe,OEM,1996-05-11,743533.35,4077,1.7,142585.74,16.0,0.38,20.0,0.29,74.0,66.39,314436872.62
Europe,OEM,1996-05-17,885743.07,3380,3.7,150445.51,22.0,4.06,52.0,0.15,59.0,33.76,314436872.62
Europe,OEM,1996-05-26,358044.46,1251,4.5,85235.79,3.0,2.64,54.0,0.23,69.0,37.85,314436872.62
Europe,OEM,1996-06-05,2582264.29,7364,2.45,244495.86000000002,8.5,2.38,72.5,0.18,61.5,51.95,628873745.24
Europe,OEM,1996-06-07,1627835.65,3214,2.4,152104.15,18.0,1.75,76.0,0.26,84.0,42.84,314436872.62
Europe,OEM,1996-06-20,176168.01,4267,2.7,110825.8,0.0,4.21,18.0,0.06,76.0,58.47,314436872.62
Europe,OEM,1996-07-07,525275.69,2969,4.7,55161.49,7.0,4.87,11.0,0.22,62.0,38.64,323332807.64
Europe,OEM,1996-07-15,1510872.26,2915,1.7,55197.13,15.0,4.96,18.0,0.21,62.0,35.88,323332807.64
Europe,OEM,1996-07-22,389967.92,4655,1.3,119308.72,8.0,3.22,79.0,0.24,67.0,35.96,323332807.64
Europe,OEM,1996-07-23,1342126.88,2786,1.3,188514.69,2.0,1.66,78.0,0.13,89.0,39.09,323332807.64
Europe,OEM,1996-07-24,1536481.82,1647,3.3,97496.05,15.0,3.76,86.0,0.16,63.0,51.21,323332807.64
Europe,OEM,1996-08-01,610444.88,1532,2.0,199170.0,8.0,1.77,88.0,0.27,89.0,66.97,323332807.64
Europe,OEM,1996-08-02,701415.81,4477,2.8,137611.89,9.0,1.37,35.0,0.23,59.0,63.56,323332807.64
Europe,OEM,1996-08-05,1807110.44,3924,1.3,93480.41,23.0,2.25,43.0,0.12,80.0,38.28,323332807.64
Europe,OEM,1996-08-26,1314200.03,724,2.4,23016.66,11.0,3.21,90.0,0.29,82.0,53.19,323332807.64
Europe,OEM,1996-08-27,1811417.9,6034,3.95,226064.28999999998,9.0,1.9449999999999998,44.0,0.21000000000000002,75.5,40.205,646665615.28
Europe,OEM,1996-08-31,1127656.73,1203,4.8,97459.51,11.0,4.37,14.0,0.19,60.0,42.22,323332807.64
Europe,OEM,1996-09-02,672256.69,480,4.5,143618.03,11.0,3.91,20.0,0.17,59.0,58.97,323332807.64
Europe,OEM,1996-09-25,750512.49,1554,4.7,198907.82,9.0,3.77,49.0,0.16,71.0,62.67,323332807.64
Europe,OEM,1996-10-08,912290.03,3386,2.3,69941.87,18.0,0.31,87.0,0.28,60.0,46.41,320418531.97
Europe,OEM,1996-10-18,824496.99,2587,1.3,133635.84,11.0,1.86,14.0,0.29,87.0,65.14,320418531.97
Europe,OEM,1996-10-25,947660.65,2809,1.8,198239.79,1.0,3.83,27.0,0.11,85.0,48.39,320418531.97
Europe,OEM,1996-11-23,1574541.38,3207,3.9,88179.74,19.0,2.8,63.0,0.09,50.0,34.87,320418531.97
Europe,OEM,1996-11-24,1110001.68,596,3.6,42861.85,15.0,3.4,16.0,0.07,73.0,66.16,320418531.97
Europe,OEM,1996-12-08,1672037.8,3951,4.4,29501.5,16.0,0.18,43.0,0.18,83.0,53.42,320418531.97
Europe,OEM,1996-12-10,1077267.48,3145,2.4,122687.52,5.0,3.91,79.0,0.13,66.0,46.28,320418531.97
Europe,OEM,1996-12-24,1279786.01,3480,1.3,78607.57,20.0,3.03,84.0,0.3,88.0,66.62,320418531.97
Europe,OEM,1997-01-04,1433200.1,2978,2.6,136231.83,11.0,2.93,29.0,0.25,88.0,66.58,296628625.49
Europe,OEM,1997-01-06,277293.53,3559,3.3,124714.79,18.0,3.95,76.0,0.06,54.0,68.41,296628625.49
Europe,OEM,1997-01-15,1673681.24,4377,2.4,169430.83,10.0,2.79,83.0,0.07,64.0,58.82,296628625.49
Europe,OEM,1997-01-18,1801827.15,4033,1.9,70807.78,0.0,0.56,86.0,0.19,83.0,53.14,296628625.49
Europe,OEM,1997-02-23,1857587.89,3479,1.6,22911.42,0.0,2.11,50.0,0.06,75.0,44.3,296628625.49
Europe,OEM,1997-03-01,1095023.15,4554,1.2,113157.83,4.0,0.41,80.0,0.08,63.0,38.02,296628625.49
Europe,OEM,1997-03-04,1373272.3,2865,4.5,162434.56,15.0,0.32,26.0,0.24,76.0,50.49,296628625.49
Europe,OEM,1997-03-10,462360.66,2156,2.2,31515.21,23.0,2.17,81.0,0.27,57.0,64.99,296628625.49
Europe,OEM,1997-03-14,1495195.76,2659,1.5,145206.06,4.0,4.05,40.0,0.08,74.0,58.35,296628625.49
Europe,OEM,1997-03-15,311106.21,1149,2.8,184355.45,19.0,1.01,16.0,0.27,77.0,45.41,296628625.49
Europe,OEM,1997-03-25,178919.44,210,1.8,34844.72,3.0,0.94,69.0,0.22,64.0,38.24,296628625.49
Europe,OEM,1997-03-26,1851194.85,4906,4.2,138848.06,15.0,2.21,35.0,0.26,70.0,55.93,296628625.49
Europe,OEM,1997-03-30,1475840.0,3981,4.4,146506.92,7.0,4.3,69.0,0.08,89.0,37.8,296628625.49
Europe,OEM,1997-04-09,1892442.35,647,2.6,12159.24,8.0,3.76,69.0,0.24,77.0,58.44,340651142.44
Europe,OEM,1997-04-18,1695082.61,1011,2.0,80507.98,16.0,2.93,87.0,0.19,89.0,32.21,340651142.44
Europe,OEM,1997-04-20,1597969.36,1563,3.3,167132.21,6.0,3.08,74.0,0.15,87.0,64.92,340651142.44
Europe,OEM,1997-05-20,831557.07,2293,3.5,139277.83,18.0,2.74,77.0,0.2,77.0,56.79,340651142.44
Europe,OEM,1997-05-28,456481.6,1768,3.0,161899.03,15.0,4.78,29.0,0.23,90.0,55.91,340651142.44
Europe,OEM,1997-06-01,704096.67,3484,1.1,148540.73,5.0,0.16,21.0,0.22,75.0,53.3,340651142.44
Europe,OEM,1997-06-04,897327.87,4433,4.5,81996.29,11.0,4.95,73.0,0.25,57.0,46.14,340651142.44
Europe,OEM,1997-06-06,443806.02,4333,5.0,67981.87,1.0,2.65,15.0,0.28,72.0,65.14,340651142.44
Europe,OEM,1997-06-22,1952878.3,1770,3.6,59601.05,1.0,2.49,27.0,0.25,53.0,38.07,340651142.44
Europe,OEM,1997-07-08,786441.91,1306,2.4,104490.21,7.0,4.54,53.0,0.21,87.0,69.93,328979857.45
Europe,OEM,1997-07-16,823834.58,3992,1.5,128997.79,8.0,3.51,10.0,0.21,58.0,44.57,328979857.45
Europe,OEM,1997-07-30,984308.81,3008,1.2,103998.99,0.0,2.38,87.0,0.21,75.0,61.24,328979857.45
Europe,OEM,1997-07-31,1350468.14,178,5.0,90446.18,12.0,2.4,78.0,0.11,52.0,56.95,328979857.45
Europe,OEM,1997-08-03,922788.38,4052,1.2,23911.96,23.0,3.85,12.0,0.16,64.0,59.77,328979857.45
Europe,OEM,1997-08-05,1711585.93,2501,2.6,183347.66,24.0,1.62,13.0,0.07,74.0,40.81,328979857.45
Europe,OEM,1997-08-10,1583559.88,3738,2.4,158628.14,2.0,4.57,40.0,0.27,67.0,53.08,328979857.45
Europe,OEM,1997-08-15,986725.79,911,4.7,89977.01,21.0,2.27,81.0,0.14,58.0,62.52,328979857.45
Europe,OEM,1997-09-12,1761407.94,775,3.9,32268.06,5.0,1.16,79.0,0.26,63.0,52.74,328979857.45
Europe,OEM,1997-09-26,1978711.48,6735,2.3,291636.4,13.0,1.6949999999999998,50.0,0.095,63.5,54.39,657959714.9
Europe,OEM,1997-10-11,1516557.89,4214,3.9,190453.85,16.0,1.22,43.0,0.16,54.0,69.63,327061093.61
Europe,OEM,1997-10-18,1698133.18,3782,4.4,169100.69,13.0,0.72,51.0,0.12,61.0,48.6,327061093.61
Europe,OEM,1997-10-20,1550282.52,1315,3.25,204996.34000000003,16.0,1.49,65.0,0.125,71.0,58.42,654122187.22
Europe,OEM,1997-10-25,920268.84,3719,4.8,70780.16,20.0,2.53,24.0,0.12,71.0,36.05,327061093.61
Europe,OEM,1997-10-29,1076726.58,605,2.3,35839.54,8.0,3.22,26.0,0.14,51.0,32.0,327061093.61
Europe,OEM,1997-10-31,487751.13,4087,4.1,38524.2,8.0,2.1,10.0,0.19,76.0,46.92,327061093.61
Europe,OEM,1997-11-30,1076855.45,535,4.1,186756.39,24.0,2.4,84.0,0.12,50.0,66.43,327061093.61
Europe,OEM,1997-12-01,1023665.67,4926,4.7,82709.87,24.0,0.5,58.0,0.2,51.0,67.64,327061093.61
Europe,OEM,1997-12-06,264780.85,4078,4.3,53092.69,25.0,3.81,27.0,0.17,54.0,61.63,327061093.61
Europe,OEM,1997-12-07,1292582.97,4979,3.6,169198.89,9.0,2.83,73.0,0.15,89.0,36.46,327061093.61
Europe,OEM,1997-12-11,455133.35,4569,4.2,175620.9,25.0,4.73,86.0,0.11,86.0,65.64,327061093.61
Europe,OEM,1997-12-24,237706.35,325,2.3,99540.59,25.0,2.85,69.0,0.15,51.0,59.08,327061093.61
Europe,OEM,1997-12-28,690509.28,2658,2.9,106248.89,14.0,1.99,30.0,0.27,67.0,42.04,327061093.61
Europe,OEM,1998-01-02,1886353.13,3758,3.7,182851.5,17.0,1.21,20.0,0.11,61.0,40.93,292276179.85
Europe,OEM,1998-01-04,718054.87,4875,2.4,58110.03,2.0,1.99,31.0,0.12,79.0,65.8,292276179.85
Europe,OEM,1998-01-07,105394.73,1558,4.5,170962.29,20.0,1.27,22.0,0.13,67.0,59.82,292276179.85
Europe,OEM,1998-01-10,679102.7,2357,3.6,126085.7,13.0,0.62,68.0,0.28,73.0,45.17,292276179.85
Europe,OEM,1998-01-27,1795888.96,1282,4.1,195197.28,22.0,1.77,62.0,0.25,66.0,63.27,292276179.85
